,amazon_index,filename,image_url,title,author,category_id,category
12541,075022536X,075022536X.jpg,http://ecx.images-amazon.com/images/I/51DM4T4DZJL.jpg,My Sikh Life (Everyday Religion),Kanwaljit Kaur-Singh,4,Children's Books
12543,814756107,0814756107.jpg,http://ecx.images-amazon.com/images/I/51jmONTYwmL.jpg,The Handbook to Gothic Literature,Marie Mulvey-Roberts,24,Science Fiction & Fantasy
12545,1844163695,1844163695.jpg,http://ecx.images-amazon.com/images/I/517K5piiOOL.jpg,Gaunt's Ghosts: The Founding,Dan Abnett,15,Literature & Fiction
12549,737760281,0737760281.jpg,http://ecx.images-amazon.com/images/I/51Lbjrr-syL.jpg,Modern-Day Piracy (Current Controversies),Debra A. Miller,27,Teen & Young Adult
12551,715638297,0715638297.jpg,http://ecx.images-amazon.com/images/I/51S%2BUOXAERL.jpg,The Roman Book (Classical Literature and Society),Rex Winsbury,15,Literature & Fiction
12553,8175972599,8175972599.jpg,http://ecx.images-amazon.com/images/I/310C0WoYf2L.jpg,Krishna Photocopies Himself,Nishita Chaitanya,4,Children's Books
12562,1606595458,1606595458.jpg,http://ecx.images-amazon.com/images/I/51KhsrsfaCL.jpg,Tameka's Smile,Zena Wynn,22,Romance
12566,590425609,0590425609.jpg,http://ecx.images-amazon.com/images/I/51TBN4HdKVL.jpg,Stealing Home: The Story Of Jackie Robinson,Barry Denenberg,4,Children's Books
12568,1934287814,1934287814.jpg,http://ecx.images-amazon.com/images/I/41G2lwrthtL.jpg,"Chi's Sweet Home, volume 1",Kanata Konami,4,Children's Books
12570,486423697,0486423697.jpg,http://ecx.images-amazon.com/images/I/61VMTi0u9kL.jpg,The Sonoran Desert by Day and Night (Dover Nature Coloring Book),Dot Barlowe,4,Children's Books
12576,1612434827,1612434827.jpg,http://ecx.images-amazon.com/images/I/51A6HnwuT8L.jpg,"The Unofficial Magnus Chase and the Gods of Asgard Companion: The Norse Heroes, Monsters and Myths Behind the Hit Series",Peter Aperlo,4,Children's Books
12577,547739648,0547739648.jpg,http://ecx.images-amazon.com/images/I/51A4caWfXDL.jpg,"When the Stars Threw Down Their Spears: The Goblin Wars, Book Three",Kersten Hamilton,27,Teen & Young Adult
12586,1250038294,1250038294.jpg,http://ecx.images-amazon.com/images/I/512UtJ%2BtsuL.jpg,The Wisdom of the Shire: A Short Guide to a Long and Happy Life,Noble Smith,24,Science Fiction & Fantasy
12590,1492933171,1492933171.jpg,http://ecx.images-amazon.com/images/I/51B9YjyrQHL.jpg,Snowflakes and Coffee Cakes,Joanne DeMaio,15,Literature & Fiction
12595,1465414185,1465414185.jpg,http://ecx.images-amazon.com/images/I/51XHRDVMt2L.jpg,History Year by Year,DK Publishing,4,Children's Books
12598,545108551,0545108551.jpg,http://ecx.images-amazon.com/images/I/510UGt7PDCL.jpg,"Ruby Bridges Goes to School: My True Story (Scholastic Reader, Level 2)",Ruby Bridges,4,Children's Books
12625,030788872X,030788872X.jpg,http://ecx.images-amazon.com/images/I/51yUNADrb1L.jpg,A New Kind of Monster: The Secret Life and Shocking True Crimes of an Officer . . . and a Murderer,Timothy Appleby,1,Biographies & Memoirs
12630,525674675,0525674675.jpg,http://ecx.images-amazon.com/images/I/4159qMVfWFL.jpg,The Ancestor Tree,T. Obinkaram Echewa,4,Children's Books
12632,1559362928,1559362928.jpg,http://ecx.images-amazon.com/images/I/513Dplsk0EL.jpg,Plays From the Boom Box Galaxy: Theater from the Hip Hop Generation,,15,Literature & Fiction
12633,1770493476,1770493476.jpg,http://ecx.images-amazon.com/images/I/51IFAtlgnNL.jpg,Hockey 123 (My First NHL Book),Christopher Jordan,4,Children's Books
12644,448462877,0448462877.jpg,http://ecx.images-amazon.com/images/I/51xaUXhkSrL.jpg,What Was the March on Washington?,Kathleen Krull,4,Children's Books
12646,547572492,0547572492.jpg,http://ecx.images-amazon.com/images/I/41jTKbHzpfL.jpg,Confessions of a Crap Artist,Philip K. Dick,15,Literature & Fiction
12654,786447974,0786447974.jpg,http://ecx.images-amazon.com/images/I/51wxZ%2BZuUSL.jpg,The Business of Science Fiction: Two Insiders Discuss Writing and Publishing,Mike Resnick,24,Science Fiction & Fantasy
12665,385387814,0385387814.jpg,http://ecx.images-amazon.com/images/I/51kKp-ppPWL.jpg,Frostborn (Thrones and Bones),Lou Anders,4,Children's Books
12666,531118355,0531118355.jpg,http://ecx.images-amazon.com/images/I/515nlqYjhfL.jpg,Diwali (Rookie Read-About Holidays),Trudi Strain Trueit,4,Children's Books
12676,439854792,0439854792.jpg,http://ecx.images-amazon.com/images/I/51W3mmD4-xL.jpg,"Mythical Monsters : The Scariest Creatures from Legends, Books, and Movies",Chris McNab,15,Literature & Fiction
12689,1556594399,1556594399.jpg,http://ecx.images-amazon.com/images/I/41PEHpsp0VL.jpg,Sun At Midnight: Poems and Letters,Muso Soseki,15,Literature & Fiction
12697,1467709239,1467709239.jpg,http://ecx.images-amazon.com/images/I/61p6r3tqT8L.jpg,"Game Time, Mallory!",Laurie B. Friedman,4,Children's Books
12703,1932841725,1932841725.jpg,http://ecx.images-amazon.com/images/I/51MPEvnmF%2BL.jpg,Long Division,Kiese Laymon,15,Literature & Fiction
12705,345465652,0345465652.jpg,http://ecx.images-amazon.com/images/I/5149w33f2yL.jpg,On Dragonwings (Dragonsdawn / Dragonseye / Moreta) (Pern),Anne McCaffrey,24,Science Fiction & Fantasy
12706,982841426,0982841426.jpg,http://ecx.images-amazon.com/images/I/51FBinECkaL.jpg,Lickin' License (Wahida Clark Presents Publishing),Intelligent Allah,22,Romance
12714,1628997885,1628997885.jpg,http://ecx.images-amazon.com/images/I/51EFeJyBF6L.jpg,A Common Struggle: A Personal Journey Through the Past and Future of Mental Illness and Addiction,Patrick J. Kennedy,1,Biographies & Memoirs
12715,872207633,0872207633.jpg,http://ecx.images-amazon.com/images/I/51vHFyNwGcL.jpg,"Four Tragedies: Ajax, Women of Trachis, Electra, Philoctetes",Sophocles,15,Literature & Fiction
12719,9380741219,9380741219.jpg,http://ecx.images-amazon.com/images/I/51JX7kkC6uL.jpg,Abraham Lincoln: From the Log Cabin to the White House: Campfire Heroes Line (Campfire Graphic Novels),Lewis Helfand,4,Children's Books
12725,1908707186,1908707186.jpg,http://ecx.images-amazon.com/images/I/51TchzTjNfL.jpg,My First Recorder: Learn To Play: Kids,Ben Parker,4,Children's Books
12730,1420505513,1420505513.jpg,http://ecx.images-amazon.com/images/I/51lqnvWQydL.jpg,Exercise Addiction (Diseases and Disorders),Leanne K. Currie-McGhee,27,Teen & Young Adult
12732,545361591,0545361591.jpg,http://ecx.images-amazon.com/images/I/51hB1VCuJvL.jpg,The Chronicles of Avantia #1: First Hero,Adam Blade,4,Children's Books
12738,552157422,0552157422.jpg,http://ecx.images-amazon.com/images/I/51A%2B3VulxFL.jpg,Carra: My Autobiography,Jamie Carragher,1,Biographies & Memoirs
12741,62294962,0062294962.jpg,http://ecx.images-amazon.com/images/I/61DbOiA96eL.jpg,Plants vs. Zombies: Save Your Brains! (I Can Read Level 2),Catherine Hapka,4,Children's Books
12757,B014T8AMHO,B014T8AMHO.jpg,http://ecx.images-amazon.com/images/I/61egQgyJl4L.jpg,"Spiral of Need: Mercury Pack, Book 1",Suzanne Wright,22,Romance
12758,761374639,0761374639.jpg,http://ecx.images-amazon.com/images/I/510evNYgM-L.jpg,Venus & Serena Williams (2nd Revised Edition) (Amazing Athletes),Madeline Donaldson,4,Children's Books
12764,981572200,0981572200.jpg,http://ecx.images-amazon.com/images/I/51VEkR%2BzBiL.jpg,Spartan Ac: An American Legion Baseball Team United Through Adversity,Vin Dinunno,27,Teen & Young Adult
12781,1508974322,1508974322.jpg,http://ecx.images-amazon.com/images/I/41KyJ8fBIGL.jpg,Animal,Nikki Rae,24,Science Fiction & Fantasy
12782,385722206,0385722206.jpg,http://ecx.images-amazon.com/images/I/41xsAOT8vdL.jpg,Balzac and the Little Chinese Seamstress: A Novel,Dai Sijie,15,Literature & Fiction
12783,1615304878,1615304878.jpg,http://ecx.images-amazon.com/images/I/51zXm1byoEL.jpg,"Judaism: History, Belief, and Practice (The Britannica Guide to Religion)",,27,Teen & Young Adult
12784,1570610088,1570610088.jpg,http://ecx.images-amazon.com/images/I/61KWR18WXGL.jpg,A Tale of Two Rice Birds: A Folktale from Thailand,Clare Hodgson Meeker,4,Children's Books
12791,1492797014,1492797014.jpg,http://ecx.images-amazon.com/images/I/51V-eVdYBXL.jpg,Terminal Mind,David Walton,24,Science Fiction & Fantasy
12793,1932564810,1932564810.jpg,http://ecx.images-amazon.com/images/I/514SQCKRG0L.jpg,Classic Battletech: Historical Brush Wars (FPR35105),Ben Rome,24,Science Fiction & Fantasy
12794,006251718X,006251718X.jpg,http://ecx.images-amazon.com/images/I/51TvHaVIknL.jpg,"All Things Possible: My Story of Faith, Football, and the First Miracle Season",,1,Biographies & Memoirs
12796,1250081009,1250081009.jpg,http://ecx.images-amazon.com/images/I/51DfHwI0qTL.jpg,Almost Midnight (Shadow Falls: After Dark),C. C. Hunter,27,Teen & Young Adult
12817,1627414967,1627414967.jpg,http://ecx.images-amazon.com/images/I/51tCXVxpIAL.jpg,"The Lusty, Texas Collection [Love Under Two Masters: Love Under Two Private Dicks] (Siren Publishing Menage Everlasting)",Cara Covington,22,Romance
12824,078692781X,078692781X.jpg,http://ecx.images-amazon.com/images/I/51vQwhvtZeL.jpg,Power of the Jedi Sourcebook (Star Wars Roleplaying Game),J.D. Wiker,24,Science Fiction & Fantasy
12828,155245259X,155245259X.jpg,http://ecx.images-amazon.com/images/I/416GFVEOFBL.jpg,Maidenhead,Tamara Faith Berger,22,Romance
12830,547983999,0547983999.jpg,http://ecx.images-amazon.com/images/I/41SfStwy%2B1L.jpg,"Gideon: It's Play Time, Not Naptime! (Gossie & Friends)",Olivier Dunrea,4,Children's Books
12836,140447385,0140447385.jpg,http://ecx.images-amazon.com/images/I/51PZsVe0gmL.jpg,The Saga of the Volsungs (Penguin Classics),Jesse L. Byock,24,Science Fiction & Fantasy
12837,B00C08KGLI,B00C08KGLI.jpg,http://ecx.images-amazon.com/images/I/51GLu%2BWyiUL.jpg,"Just School Bus Photos! Big Book of Photographs & Pictures of School Buses, Vol. 1",Big Book of Photos,4,Children's Books
12846,054787507X,054787507X.jpg,http://ecx.images-amazon.com/images/I/51Iui88JQuL.jpg,A Boy and a Jaguar,Alan Rabinowitz,4,Children's Books
12849,1258407752,1258407752.jpg,http://ecx.images-amazon.com/images/I/41VYDiNKhLL.jpg,The Speech Chain: The Physics And Biology Of Spoken Language,Peter B. Denes,15,Literature & Fiction
12852,737716886,0737716886.jpg,http://ecx.images-amazon.com/images/I/518HDRZ2DWL.jpg,Homosexuality (Paperback Edition) (Opposing Viewpoints),,27,Teen & Young Adult
12854,1484714490,1484714490.jpg,http://ecx.images-amazon.com/images/I/61Y799i5avL.jpg,Ant-Man: Zombie Repellent: A Mighty Marvel Chapter Book (A Marvel Chapter Book),Marvel Book Group,4,Children's Books
12856,886827949,0886827949.jpg,http://ecx.images-amazon.com/images/I/51rXzFIS5eL.jpg,Detroit Lions (NFL Today),Chip Lovitt,27,Teen & Young Adult
12857,1481415247,1481415247.jpg,http://ecx.images-amazon.com/images/I/41lBDyBBUFL.jpg,Float,Daniel Miyares,4,Children's Books
12860,766037525,0766037525.jpg,http://ecx.images-amazon.com/images/I/51IG92ta4NL.jpg,Dirt Bike Racers (Kid Racers),James Holter,4,Children's Books
12864,525954554,0525954554.jpg,http://ecx.images-amazon.com/images/I/51Ds7ZbV-aL.jpg,The Bitter Season (Kovac / Liska),Tami Hoag,17,"Mystery, Thriller & Suspense"
12867,1590847318,1590847318.jpg,http://ecx.images-amazon.com/images/I/51aBy9JWqlL.jpg,My Name Is Not Slow: Youth With Mental Retardation (Youth With Special Needs),Autumn Libal,27,Teen & Young Adult
12876,1416964118,1416964118.jpg,http://ecx.images-amazon.com/images/I/512csIXZSOL.jpg,The Dragon's Pearl,Devin Jordan,27,Teen & Young Adult
12883,374506809,0374506809.jpg,http://ecx.images-amazon.com/images/I/41KvUN9fKEL.jpg,The Slave,Isaac Bashevis Singer,24,Science Fiction & Fantasy
12889,1614040109,1614040109.jpg,http://ecx.images-amazon.com/images/I/51gQo1qb%2BoL.jpg,Coloring With Your Octopus: A Coloring Book For Domesticated Cephalopods,Brian Kesinger,24,Science Fiction & Fantasy
12891,1101965487,1101965487.jpg,http://ecx.images-amazon.com/images/I/51o4SafxrCL.jpg,"George R. R. Martin's A Game of Thrones Leather-Cloth Boxed Set (Song of Ice and Fire Series): A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, and A Dance with Dragons",George R. R. Martin,15,Literature & Fiction
12892,990675726,0990675726.jpg,http://ecx.images-amazon.com/images/I/51YwYwfkjSL.jpg,My Fairly Dangerous Godmother,Janette Rallison,24,Science Fiction & Fantasy
12906,321484894,0321484894.jpg,http://ecx.images-amazon.com/images/I/41w0qnHrKdL.jpg,American Short Stories (8th Edition),Bert Hitchcock,24,Science Fiction & Fantasy
12908,B004MLVK8E,B004MLVK8E.jpg,http://ecx.images-amazon.com/images/I/51n2yNSk7PL.jpg,Complete Greek Tragedies: Aeschylus I,trans Aeschylus / Richmond Lattimore,15,Literature & Fiction
12911,789212161,0789212161.jpg,http://ecx.images-amazon.com/images/I/51qX5oJ%2BNaL.jpg,Alex Morgan (World Soccer Legends),Illugi Jökulsson,4,Children's Books
12916,1619225522,1619225522.jpg,http://ecx.images-amazon.com/images/I/51MFpTLtxSL.jpg,Cowboy Take Me Away,Lorelei James,22,Romance
12920,515154695,0515154695.jpg,http://ecx.images-amazon.com/images/I/51WeCnw6DDL.jpg,While We Were Watching Downton Abbey,Wendy Wax,15,Literature & Fiction
12932,1592968279,1592968279.jpg,http://ecx.images-amazon.com/images/I/51L%2Bhz%2B22tL.jpg,Buses (Machines at Work; Transportation Machines),Gary M. Amoroso,4,Children's Books
12937,1107615577,1107615577.jpg,http://ecx.images-amazon.com/images/I/510pbtbo71L.jpg,King Richard III (Cambridge School Shakespeare),Rex Gibson,4,Children's Books
12941,B00GDJHXXE,B00GDJHXXE.jpg,http://ecx.images-amazon.com/images/I/513sFt70HhL.jpg,"The Rebels: The Kent Family Chronicles, Book 2",John Jakes,15,Literature & Fiction
12945,1573240575,1573240575.jpg,http://ecx.images-amazon.com/images/I/41wYtVs-dDL.jpg,Elizabeth Blackwell: First Woman M.D. (Barnard Biography),Nancy Kline,27,Teen & Young Adult
12948,1434205215,1434205215.jpg,http://ecx.images-amazon.com/images/I/51BzhqXj3aL.jpg,Storm Surfer (Jake Maddox Girl Sports Stories),Jake Maddox,4,Children's Books
12957,1783298839,1783298839.jpg,http://ecx.images-amazon.com/images/I/518ITryOBzL.jpg,Quarry,Max Allan Collins,17,"Mystery, Thriller & Suspense"
12959,1621832880,1621832880.jpg,http://ecx.images-amazon.com/images/I/41Jm6VFFfUL.jpg,Nothing as it Seems: A Novel of Suspense,Thomas Hall,15,Literature & Fiction
12975,345804619,0345804619.jpg,http://ecx.images-amazon.com/images/I/51FmTQnR1kL.jpg,Astonish Me (Vintage Contemporaries),Maggie Shipstead,15,Literature & Fiction
12984,375861513,0375861513.jpg,http://ecx.images-amazon.com/images/I/51P6nU8ZJsL.jpg,Dinosaur Train: Triceratops for Lunch (Little Golden Book),Golden Books,4,Children's Books
12990,1436366267,1436366267.jpg,http://ecx.images-amazon.com/images/I/51dkBMvHX3L.jpg,Nothing is Strange with You: The Life and Crimes of Gordon Stewart Northcott,James Jeffrey Paul,1,Biographies & Memoirs
12993,761361693,0761361693.jpg,http://ecx.images-amazon.com/images/I/51DdgwDGhDL.jpg,No Crystal Stair (Coretta Scott King Author Honor Books),Vaunda Micheaux Nelson,27,Teen & Young Adult
12998,385313098,0385313098.jpg,http://ecx.images-amazon.com/images/I/41aufrJ7TjL.jpg,To the White Sea (Delta World War II Library),James Dickey,15,Literature & Fiction
13004,618918639,0618918639.jpg,http://ecx.images-amazon.com/images/I/51Dn-gy3C8L.jpg,Easter Rising: A Memoir of Roots and Rebellion,Michael Patrick MacDonald,1,Biographies & Memoirs
13012,60730552,0060730552.jpg,http://ecx.images-amazon.com/images/I/51nK1VN0pnL.jpg,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,1,Biographies & Memoirs
13016,1505534062,1505534062.jpg,http://ecx.images-amazon.com/images/I/41EaFe7iRHL.jpg,"Lovely Nights of Young Girls: Served Up, Seasoned, and Prepared for Amatory Feasts",Anonymous,22,Romance
13024,1517397391,1517397391.jpg,http://ecx.images-amazon.com/images/I/51GAfIO7xiL.jpg,Five Little Froggies,Suzanne C de Board,4,Children's Books
13029,395900158,0395900158.jpg,http://ecx.images-amazon.com/images/I/51ipa9IBh6L.jpg,The Beautiful Butterfly: A Folktale from Spain,,4,Children's Books
13030,237518104,0237518104.jpg,http://ecx.images-amazon.com/images/I/515FWR8XB8L.jpg,Gangs & Bullies (Life Files),Rosemary Stone,27,Teen & Young Adult
13031,156033135,0156033135.jpg,http://ecx.images-amazon.com/images/I/51o8NgM9C9L.jpg,Facing Unpleasant Facts,George Orwell,15,Literature & Fiction
13035,1575257939,1575257939.jpg,http://ecx.images-amazon.com/images/I/418JUZ6QPUL.jpg,The Best Ten-Minute Plays 2012 (Contemporary Playwrights Series),Lawrence Harbison,15,Literature & Fiction
13041,595218008,0595218008.jpg,http://ecx.images-amazon.com/images/I/41lg8TtozoL.jpg,South Pass,Richard Braden,27,Teen & Young Adult
13044,142181315,0142181315.jpg,http://ecx.images-amazon.com/images/I/51sygmrK6NL.jpg,The Purity of Vengeance: A Department Q Novel,Jussi Adler-Olsen,17,"Mystery, Thriller & Suspense"
13048,516258427,0516258427.jpg,http://ecx.images-amazon.com/images/I/41ahH1YAvjL.jpg,All About Light (Rookie Read-About Science),Lisa Trumbauer,4,Children's Books
13053,1449458262,1449458262.jpg,http://ecx.images-amazon.com/images/I/51RzzO7TljL.jpg,Charlie Brown: POW!: A Peanuts Collection,Charles M. Schulz,4,Children's Books
13065,425244539,0425244539.jpg,http://ecx.images-amazon.com/images/I/51%2B9bnlGrwL.jpg,The Black Hawk (Berkley Sensation),Joanna Bourne,22,Romance
13069,679600728,0679600728.jpg,http://ecx.images-amazon.com/images/I/51BopApukrL.jpg,"Absalom, Absalom! (Modern Library)",William Faulkner,22,Romance
13070,B00EN8N8TU,B00EN8N8TU.jpg,http://ecx.images-amazon.com/images/I/41ASKlXko%2BL.jpg,Discussions on Youth: For the Leaders of the Future,Daisaku Ikeda,27,Teen & Young Adult
13075,1602209588,1602209588.jpg,http://ecx.images-amazon.com/images/I/61vKBgpxJBL.jpg,Celebrating the Chinese New Year (Chinese Festivals),Sanmu Tang,4,Children's Books
13085,374436363,0374436363.jpg,http://ecx.images-amazon.com/images/I/61lzb16JiIL.jpg,It Could Always Be Worse: A Yiddish Folk Tale (Michael Di Capua Books),Margot Zemach,4,Children's Books
13101,142004308,0142004308.jpg,http://ecx.images-amazon.com/images/I/512vj7pSypL.jpg,Dissolution: A Matthew Shardlake Tudor Mystery (Matthew Shardlake Mysteries),C. J. Sansom,17,"Mystery, Thriller & Suspense"
13103,1404801626,1404801626.jpg,http://ecx.images-amazon.com/images/I/51vwgAtEMiL.jpg,My Neighborhood: Places and Faces (All about Me),Lisa Bullard,4,Children's Books
13105,1783191740,1783191740.jpg,http://ecx.images-amazon.com/images/I/519q9ZF7HjL.jpg,An Elephant in the Garden,Michael Morpurgo,15,Literature & Fiction
13106,047119705X,047119705X.jpg,http://ecx.images-amazon.com/images/I/51PnZAJbKGL.jpg,Silent Running: My Years on a World War II Attack Submarine,James F. Calvert,1,Biographies & Memoirs
13107,553536516,0553536516.jpg,http://ecx.images-amazon.com/images/I/41slic2UkqL.jpg,Finding Audrey,Sophie Kinsella,27,Teen & Young Adult
13108,1517740401,1517740401.jpg,http://ecx.images-amazon.com/images/I/41gyPJVVipL.jpg,"Crowned: Becoming the Woman of my Dreams: The Missing Things Were Goddess Wings: Poems, Prayers, and Love Letters",Sherry Sharp,15,Literature & Fiction
13109,61370479,0061370479.jpg,http://ecx.images-amazon.com/images/I/51iFYQU0dsL.jpg,An Altar in the World: A Geography of Faith,Barbara Brown Taylor,1,Biographies & Memoirs
