,amazon_index,filename,title,author,category_id,category,meta,year,meta_author,decade,post_2010
2767,813926351,0813926351.jpg,"The Papers of James Madison: Secretary of State Series, Vol. 8: 1 September, 1804-31 January, 1805, with a Supplement",James Madison,15,Literature & Fiction,"{""ISBN-13"": ""9780813926353"", ""Title"": ""The Papers Of James Madison V. 8; 1 September 1804 - 31 January 1805 With A Supplement 1776-1804 - Secretary Of State Series"", ""Authors"": [""James Madison""], ""Publisher"": """", ""Year"": ""2007"", ""Language"": ""en""}",2007,James Madison,2000,pre_2010
2768,1477766693,1477766693.jpg,High-Tech DIY Projects with Robotics (Maker Kids),Maggie Murphy,4,Children's Books,"{""ISBN-13"": ""9781477766699"", ""Title"": ""High-Tech DIY Projects With Robotics"", ""Authors"": [""Maggie Murphy""], ""Publisher"": ""The Rosen Publishing Group, Inc"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Maggie Murphy,2010,post_2010
2769,763627429,0763627429.jpg,Surprising Sharks: Read and Wonder,Nicola Davies,4,Children's Books,"{""ISBN-13"": ""9780763627423"", ""Title"": ""Surprising Sharks - Read And Wonder"", ""Authors"": [""Nicola Davies"", ""James Croft""], ""Publisher"": ""Candlewick Press (MA)"", ""Year"": ""2005"", ""Language"": ""en""}",2005,Nicola Davies,2000,pre_2010
2770,425208648,0425208648.jpg,Bridal Jitters (Ghost Hunters),Jayne Castle,22,Romance,"{""ISBN-13"": ""9780425208649"", ""Title"": ""Bridal Jitters"", ""Authors"": [""Jayne Castle""], ""Publisher"": ""Berkley"", ""Year"": ""2005"", ""Language"": ""en""}",2005,Jayne Castle,2000,pre_2010
2771,199537402,0199537402.jpg,The Italian (Oxford World's Classics),Ann Radcliffe,15,Literature & Fiction,"{""ISBN-13"": ""9780198704430"", ""Title"": ""The Italian"", ""Authors"": [""Ann Radcliffe""], ""Publisher"": ""Oxford University Press"", ""Year"": ""2017"", ""Language"": ""en""}",2017,Ann Radcliffe,2010,post_2010
2772,151166066X,151166066X.jpg,The Mistake (Off-Campus) (Volume 2),Elle Kennedy,22,Romance,"{""ISBN-13"": ""9781775293941"", ""Title"": ""The Mistake"", ""Authors"": [""Elle Kennedy""], ""Publisher"": """", ""Year"": ""2015"", ""Language"": ""en""}",2015,Elle Kennedy,2010,post_2010
2773,1250069173,1250069173.jpg,In Bitter Chill: A Mystery,Sarah Ward,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781250069177"", ""Title"": ""In Bitter Chill - A Mystery"", ""Authors"": [""Sarah Ward""], ""Publisher"": ""Macmillan"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Sarah Ward,2010,post_2010
2774,974783234,0974783234.jpg,The Unplanned Pregnancy Book for Teens and College Students,Dorrie Williams-Wheeler,27,Teen & Young Adult,"{""ISBN-13"": ""9780974783239"", ""Title"": ""The Unplanned Pregnancy Book For Teens And College Students"", ""Authors"": [""Dorrie Williams-Wheeler""], ""Publisher"": """", ""Year"": ""2005"", ""Language"": ""en""}",2005,Dorrie Williams-Wheeler,2000,pre_2010
2775,64408884,0064408884.jpg,Skeleton Man,Joseph Bruchac,4,Children's Books,"{""ISBN-13"": ""9780064408882"", ""Title"": ""Skeleton Man"", ""Authors"": [""Joseph Bruchac""], ""Publisher"": ""HarperCollins"", ""Year"": ""2003"", ""Language"": ""en""}",2003,Joseph Bruchac,2000,pre_2010
2777,1883402069,1883402069.jpg,Banking on Death (Otto Penzler's Classic American Mystery Library),Emma Lathen,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9781883402068"", ""Title"": ""Banking On Death"", ""Authors"": [""Emma Lathen""], ""Publisher"": ""Scribner"", ""Year"": ""1994"", ""Language"": ""en""}",1994,Emma Lathen,1990,pre_2010
2778,425246868,0425246868.jpg,33 Men: Inside the Miraculous Survival and Dramatic Rescue of the Chilean Miners,Jonathan Franklin,1,Biographies & Memoirs,"{""ISBN-13"": ""9780425246863"", ""Title"": ""33 Men - Inside The Miraculous Survival And Dramatic Rescue Of The Chilean Miners"", ""Authors"": [""Jonathan Franklin""], ""Publisher"": ""Berkley"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Jonathan Franklin,2010,post_2010
2780,1570619549,1570619549.jpg,"Little Kunoichi, The Ninja Girl",Sanae Ishida,4,Children's Books,"{""ISBN-13"": ""9781570619540"", ""Title"": ""Little Kunoichi, The Ninja Girl"", ""Authors"": [""Sanae Ishida""], ""Publisher"": ""Little Bigfoot"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Sanae Ishida,2010,post_2010
2781,778742148,0778742148.jpg,Graphic America: Radical Republicans,John Perritano,4,Children's Books,"{""ISBN-13"": ""9780778742142"", ""Title"": ""Radical Republicans"", ""Authors"": [""John Perritano""], ""Publisher"": """", ""Year"": ""2008"", ""Language"": ""en""}",2008,John Perritano,2000,pre_2010
2782,375865446,0375865446.jpg,Nothing but Trouble: The Story of Althea Gibson,Sue Stauffacher,4,Children's Books,"{""ISBN-13"": ""9780375865442"", ""Title"": ""Nothing But Trouble - The Story Of Althea Gibson"", ""Authors"": [""Sue Stauffacher""], ""Publisher"": ""Dragonfly"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Sue Stauffacher,2010,post_2010
2783,62110667,0062110667.jpg,Pete the Cat: Play Ball! (My First I Can Read),James Dean,4,Children's Books,"{""ISBN-13"": ""9780062110664"", ""Title"": ""Pete The Cat: Play Ball!"", ""Authors"": [""James Dean""], ""Publisher"": ""HarperCollins"", ""Year"": ""2013"", ""Language"": ""en""}",2013,James Dean,2010,post_2010
2785,1250053986,1250053986.jpg,Jumped In,Patrick Flores-Scott,27,Teen & Young Adult,"{""ISBN-13"": ""9781250053985"", ""Title"": ""Jumped In"", ""Authors"": [""Patrick Flores-Scott""], ""Publisher"": ""Square Fish"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Patrick Flores-Scott,2010,post_2010
2786,78273552,0078273552.jpg,Goodman's Five-Star Stories: Discoveries,Burton Goodman,27,Teen & Young Adult,"{""ISBN-13"": ""9780078273551"", ""Title"": ""Goodman's Five Star Stories Discoveries - 17 Stories Of Discovery And Decision"", ""Authors"": [""Burton Goodman""], ""Publisher"": ""McGraw-Hill Education"", ""Year"": ""2002"", ""Language"": ""en""}",2002,Burton Goodman,2000,pre_2010
2788,448435683,0448435683.jpg,Dick and Jane Fun with Our Family,Grosset & Dunlap,4,Children's Books,"{""ISBN-13"": ""9780448435688"", ""Title"": ""Dick And Jane Fun With Our Family"", ""Authors"": [""Grosset & Dunlap""], ""Publisher"": ""Penguin"", ""Year"": ""2004"", ""Language"": ""en""}",2004,Grosset & Dunlap,2000,pre_2010
2789,791094413,0791094413.jpg,Randy Johnson (Baseball Superstars),Susan Muaddi Darraj,27,Teen & Young Adult,"{""ISBN-13"": ""9780791094419"", ""Title"": ""Randy Johnson"", ""Authors"": [""Susan Muaddi Darraj"", ""Rob Maaddi""], ""Publisher"": ""Chelsea House Pub"", ""Year"": ""2007"", ""Language"": ""en""}",2007,Susan Muaddi Darraj,2000,pre_2010
2791,807068977,0807068977.jpg,Thirst: Poems,Mary Oliver,15,Literature & Fiction,"{""ISBN-13"": ""9780807068977"", ""Title"": ""Thirst - Poems"", ""Authors"": [""Mary Oliver""], ""Publisher"": ""Beacon Press"", ""Year"": ""2007"", ""Language"": ""en""}",2007,Mary Oliver,2000,pre_2010
2792,786884029,0786884029.jpg,Heavier Than Heaven: A Biography of Kurt Cobain,Charles R. Cross,1,Biographies & Memoirs,"{""ISBN-13"": ""9780786884025"", ""Title"": ""Heavier Than Heaven - A Biography Of Kurt Cobain"", ""Authors"": [""Charles R. Cross""], ""Publisher"": ""Hyperion"", ""Year"": ""2002"", ""Language"": ""en""}",2002,Charles R. Cross,2000,pre_2010
2795,1517783712,1517783712.jpg,Little Black Book: A Forensics Anthology,Jory Baker,15,Literature & Fiction,"{""ISBN-13"": ""9781517783716"", ""Title"": ""Little Black Book - A Forensics Anthology"", ""Authors"": [""Jory Baker""], ""Publisher"": ""CreateSpace"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Jory Baker,2010,post_2010
2796,1846140498,1846140498.jpg,Les Miserables (Hardcover Classics),Victor Hugo,15,Literature & Fiction,"{""ISBN-13"": ""9781846140495"", ""Title"": ""Les Miserables"", ""Authors"": [""Victor Hugo""], ""Publisher"": ""Penguin"", ""Year"": ""2012"", ""Language"": ""en""}",2012,Victor Hugo,2010,post_2010
2797,691002371,0691002371.jpg,The Grail Legend,Emma Jung,15,Literature & Fiction,"{""ISBN-13"": ""9780691002378"", ""Title"": ""The Grail Legend"", ""Authors"": [""Emma Jung"", ""Marie-Luise von Franz""], ""Publisher"": ""Princeton University Press"", ""Year"": ""1998"", ""Language"": ""en""}",1998,Emma Jung,1990,pre_2010
2798,753469561,0753469561.jpg,Basher Science: Extreme Physics,Simon Basher,4,Children's Books,"{""ISBN-13"": ""9780753469569"", ""Title"": ""Basher Science: Extreme Physics"", ""Authors"": [""Simon Basher""], ""Publisher"": ""Kingfisher"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Simon Basher,2010,post_2010
2799,1517500036,1517500036.jpg,Love Burns (Caged Love) (Volume 2),Mandi Beck,22,Romance,"{""ISBN-13"": ""9781517500030"", ""Title"": ""Love Burns"", ""Authors"": [""Mandi Beck""], ""Publisher"": ""CreateSpace"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Mandi Beck,2010,post_2010
2801,823092372,0823092372.jpg,Click: The Ultimate Photography Guide for Generation Now,Charlie Styr,27,Teen & Young Adult,"{""ISBN-13"": ""9780823092376"", ""Title"": ""Click - The Ultimate Photography Guide For Generation Now"", ""Authors"": [""Charlie Styr""], ""Publisher"": ""Amphoto"", ""Year"": ""2009"", ""Language"": ""en""}",2009,Charlie Styr,2000,pre_2010
2803,761385886,0761385886.jpg,Kevin's Kwanzaa (Cloverleaf Books: Fall and Winter Holidays),Lisa Bullard,4,Children's Books,"{""ISBN-13"": ""9780761385882"", ""Title"": ""Kevin's Kwanzaa"", ""Authors"": [""Lisa Bullard""], ""Publisher"": ""Millbrook Press"", ""Year"": ""2012"", ""Language"": ""en""}",2012,Lisa Bullard,2010,post_2010
2806,802144497,0802144497.jpg,Some Men and Deuce: Two Plays,Terrence McNally,15,Literature & Fiction,"{""ISBN-13"": ""9780802144492"", ""Title"": ""Some Men - And Deuce, [Two Plays]"", ""Authors"": [""Terrence McNally""], ""Publisher"": ""Grove Press"", ""Year"": ""2007"", ""Language"": ""en""}",2007,Terrence McNally,2000,pre_2010
2807,1593095783,1593095783.jpg,Taming Madam M,Allison Hobbs,22,Romance,"{""ISBN-13"": ""9781593095789"", ""Title"": ""Taming Madam M"", ""Authors"": [""Allison Hobbs""], ""Publisher"": ""Strebor Books"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Allison Hobbs,2010,post_2010
2808,006056251X,006056251X.jpg,"The Devil in Winter (The Wallflowers, Book 3)",Lisa Kleypas,22,Romance,"{""ISBN-13"": ""9780060562519"", ""Title"": ""Devil In Winter"", ""Authors"": [""Lisa Kleypas""], ""Publisher"": ""Avon"", ""Year"": ""2006"", ""Language"": ""en""}",2006,Lisa Kleypas,2000,pre_2010
2809,765377063,0765377063.jpg,The Three-Body Problem,Cixin Liu,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780765382030"", ""Title"": ""The Three-Body Problem"", ""Authors"": [""Cixin Liu""], ""Publisher"": ""Tor Books"", ""Year"": ""2016"", ""Language"": ""en""}",2016,Cixin Liu,2010,post_2010
2810,198355009,0198355009.jpg,IB Theory of Knowledge Online Course Book: Oxford IB Diploma Program,Eileen Dombrowski,27,Teen & Young Adult,"{""ISBN-13"": ""9780199129737"", ""Title"": ""IB Theory Of Knowledge Course Book - For The IB Diploma"", ""Authors"": [""Eileen Dombrowski"", ""Lena Rotenberg"", ""Mimi Bick""], ""Publisher"": ""OUP Oxford"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Eileen Dombrowski,2010,post_2010
2811,940450372,0940450372.jpg,Flannery O'Connor : Collected Works : Wise Blood / A Good Man Is Hard to Find / The Violent Bear It Away / Everything that Rises Must Converge / Essays & Letters (Library of America),Flannery O'Connor,15,Literature & Fiction,"{""ISBN-13"": ""9780940450370"", ""Title"": ""Collected Works"", ""Authors"": [""Flannery O'Connor""], ""Publisher"": """", ""Year"": ""1988"", ""Language"": ""en""}",1988,Flannery O'Connor,1980,pre_2010
2812,1552770303,1552770303.jpg,Fighting for Gold: The Story of Canada's Sledge Hockey Paralympic Gold (Lorimer Recordbooks),Lorna Schultz Nicholson,27,Teen & Young Adult,"{""ISBN-13"": ""9781552770313"", ""Title"": ""Fighting For Gold - The Story Of Canada's Sledge Hockey Paralympic Gold"", ""Authors"": [""Lorna Schultz Nicholson""], ""Publisher"": ""Lorimer"", ""Year"": ""2009"", ""Language"": ""en""}",2009,Lorna Schultz Nicholson,2000,pre_2010
2813,313397902,0313397902.jpg,"Holidays of the World Cookbook for Students, 2nd Edition",Lois Sinaiko Webb,27,Teen & Young Adult,"{""ISBN-13"": ""9780313397905"", ""Title"": ""Holidays Of The World Cookbook For Students"", ""Authors"": [""Lois Sinaiko Webb"", ""Lindsay Grace Roten""], ""Publisher"": ""Greenwood Publishing Group"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Lois Sinaiko Webb,2010,post_2010
2814,B009C1883E,B009C1883E.jpg,Best Gay Erotica 2012,Richard Labonte,22,Romance,"{""ISBN-13"": ""9781573447539"", ""Title"": ""Best Gay Erotica 2012"", ""Authors"": [""Richard Labont\u00e9"", ""Larry Duplechan""], ""Publisher"": ""Cleis Press"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Richard Labonte,2010,post_2010
2815,811846687,0811846687.jpg,Spot the Plot: A Riddle Book of Book Riddles,J. Patrick Lewis,4,Children's Books,"{""ISBN-13"": ""9780811846684"", ""Title"": ""Spot The Plot - A Riddle Book Of Book Riddles"", ""Authors"": [""J. Patrick Lewis""], ""Publisher"": ""Chronicle Books"", ""Year"": ""2009"", ""Language"": ""en""}",2009,J. Patrick Lewis,2000,pre_2010
2816,147777906X,147777906X.jpg,Veronica Roth (All About the Author),Heather Moore Niver,27,Teen & Young Adult,"{""ISBN-13"": ""9781477779064"", ""Title"": ""Veronica Roth"", ""Authors"": [""Heather Moore Niver""], ""Publisher"": ""The Rosen Publishing Group, Inc"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Heather Moore Niver,2010,post_2010
2819,014241509X,014241509X.jpg,Gamer Girl,Mari Mancusi,27,Teen & Young Adult,"{""ISBN-13"": ""9780142415092"", ""Title"": ""Gamer Girl"", ""Authors"": [""Mari Mancusi""], ""Publisher"": ""Puffin"", ""Year"": ""2010"", ""Language"": ""en""}",2010,Mari Mancusi,2010,post_2010
2820,1554537045,1554537045.jpg,The Most Magnificent Thing,Ashley Spires,4,Children's Books,"{""ISBN-13"": ""9781554537044"", ""Title"": ""Most Magnificent Thing, The"", ""Authors"": [""Ashley Spires""], ""Publisher"": ""Kids Can Press Ltd"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Ashley Spires,2010,post_2010
2822,1481808834,1481808834.jpg,Post-Human (Post-Human Series) (Volume 2),David Simpson,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9781481808835"", ""Title"": ""Post-Human"", ""Authors"": [""David Simpson"", ""Autumn J. Conley"", ""Jennifer Simpson""], ""Publisher"": ""Createspace Independent Pub"", ""Year"": ""2012"", ""Language"": ""en""}",2012,David Simpson,2010,post_2010
2824,822596458,0822596458.jpg,Jennifer Capriati: Tennis Sensation (Achievers),Margaret J. Goldstein,4,Children's Books,"{""ISBN-13"": ""9780822505198"", ""Title"": ""Jennifer Capriati - Tennis Sensation"", ""Authors"": [""Margaret J. Goldstein""], ""Publisher"": ""Lerner Publishing Group"", ""Year"": ""1993"", ""Language"": ""en""}",1993,Margaret J. Goldstein,1990,pre_2010
2825,031605187X,031605187X.jpg,The Fear: Robert Mugabe and the Martyrdom of Zimbabwe,Peter Godwin,1,Biographies & Memoirs,"{""ISBN-13"": ""9780316051873"", ""Title"": ""The Fear - Robert Mugabe And The Martyrdom Of Zimbabwe"", ""Authors"": [""Peter Godwin""], ""Publisher"": ""Back Bay Books"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Peter Godwin,2010,post_2010
2827,375704469,0375704469.jpg,The Colossus and Other Poems,Sylvia Plath,15,Literature & Fiction,"{""ISBN-13"": ""9780375704468"", ""Title"": ""The Colossus & Other Poems"", ""Authors"": [""Sylvia Plath""], ""Publisher"": ""Vintage"", ""Year"": ""1998"", ""Language"": ""en""}",1998,Sylvia Plath,1990,pre_2010
2830,531216225,0531216225.jpg,School Buses (Blastoff! Readers: Mighty Machines),Kay Manolis,4,Children's Books,"{""ISBN-13"": ""9781600141805"", ""Title"": ""School Buses"", ""Authors"": [""Kay Manolis""], ""Publisher"": ""Bellwether Media Inc"", ""Year"": ""2008"", ""Language"": ""en""}",2008,Kay Manolis,2000,pre_2010
2832,590446894,0590446894.jpg,The Magic School Bus in the Time of the Dinosaurs,Joanna Cole,4,Children's Books,"{""ISBN-13"": ""9780590446891"", ""Title"": ""The Magic School Bus In The Time Of The Dinosaurs"", ""Authors"": [""Joanna Cole""], ""Publisher"": ""Scholastic Inc."", ""Year"": ""1994"", ""Language"": ""en""}",1994,Joanna Cole,1990,pre_2010
2833,1493011901,1493011901.jpg,Naming Jack the Ripper,Russell Edwards,1,Biographies & Memoirs,"{""ISBN-13"": ""9781493011902"", ""Title"": ""Naming Jack The Ripper"", ""Authors"": [""Russell Edwards""], ""Publisher"": ""Lyons Press"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Russell Edwards,2010,post_2010
2834,158536018X,158536018X.jpg,The Life and Work of Dr. Alister MacKenzie,Tom Doak,1,Biographies & Memoirs,"{""ISBN-13"": ""9781585360185"", ""Title"": ""The Life And Work Of Dr. Alister MacKenzie"", ""Authors"": [""Tom Doak"", ""James S. Scott"", ""Raymund M. Haddock""], ""Publisher"": ""Wiley"", ""Year"": ""2001"", ""Language"": ""en""}",2001,Tom Doak,2000,pre_2010
2839,439269679,0439269679.jpg,When Marian Sang: The True Recital of Marian Anderson,Pam Munoz Ryan,4,Children's Books,"{""ISBN-13"": ""9780439269674"", ""Title"": ""When Marian Sang - The True Recital Of Marian Anderson"", ""Authors"": [""Pam Mu\u00f1oz Ryan""], ""Publisher"": ""Scholastic Inc."", ""Year"": ""2002"", ""Language"": ""en""}",2002,Pam Munoz Ryan,2000,pre_2010
2841,385721811,0385721811.jpg,When the Emperor Was Divine,Julie Otsuka,15,Literature & Fiction,"{""ISBN-13"": ""9780385721813"", ""Title"": ""When The Emperor Was Divine - A Novel"", ""Authors"": [""Julie Otsuka""], ""Publisher"": ""Anchor"", ""Year"": ""2003"", ""Language"": ""en""}",2003,Julie Otsuka,2000,pre_2010
2842,755361423,0755361423.jpg,"Ryan Giggs: My Life, My Story",Ryan Giggs,1,Biographies & Memoirs,"{""ISBN-13"": ""9780755361427"", ""Title"": ""Ryan Giggs - My Life, My Story"", ""Authors"": [""Ryan Giggs""], ""Publisher"": ""Headline Book Pub Limited"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Ryan Giggs,2010,post_2010
2843,1250043700,1250043700.jpg,The Domino Diaries: My Decade Boxing with Olympic Champions and Chasing Hemingway's Ghost in the Last Days of Castro's Cuba,Brin-Jonathan Butler,1,Biographies & Memoirs,"{""ISBN-13"": ""9781250095794"", ""Title"": ""The Domino Diaries - My Decade Boxing With Olympic Champions And Chasing Hemingway's Ghost In The Last Days Of Castro's Cuba"", ""Authors"": [""Brin-Jonathan Butler""], ""Publisher"": ""Picador"", ""Year"": ""2016"", ""Language"": ""en""}",2016,Brin-Jonathan Butler,2010,post_2010
2844,1881133206,1881133206.jpg,Master ASL - Level One (with DVD),Jason E. Zinza,27,Teen & Young Adult,"{""ISBN-13"": ""9781881133209"", ""Title"": ""Master American Sign Language!"", ""Authors"": [""Jason E. Zinza""], ""Publisher"": ""Sign Media Incorporated"", ""Year"": ""2006"", ""Language"": ""en""}",2006,Jason E. Zinza,2000,pre_2010
2845,141304707,0141304707.jpg,The Wonderful Story of Henry Sugar,Roald Dahl,15,Literature & Fiction,"{""ISBN-13"": ""9780141304700"", ""Title"": ""The Wonderful Story Of Henry Sugar, And Six More"", ""Authors"": [""Roald Dahl""], ""Publisher"": ""Puffin"", ""Year"": ""2000"", ""Language"": ""en""}",2000,Roald Dahl,2000,pre_2010
2846,142426040,0142426040.jpg,My Life Next Door,Huntley Fitzpatrick,27,Teen & Young Adult,"{""ISBN-13"": ""9780142426043"", ""Title"": ""My Life Next Door"", ""Authors"": [""Huntley Fitzpatrick""], ""Publisher"": ""Penguin"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Huntley Fitzpatrick,2010,post_2010
